product_name,url,descripcion,country,precio_total,precio_por_cantidad,weight_volume_clean,weight_unit,categorias,alergenos,marcas,tiendas,certificaciones,numero_raciones,nombre_operador,energia_kcal,energia_kj,grasas_totales,grasas_saturadas,carbohidratos,azucares,proteinas,sal,fibra,peso_en_kg,ratio_grasas_saturadas,ratio_azucares,ratio_proteina_carbohidratos,ratio_proteina_grasas,tiene_fibra,alto_contenido_sal,alto_contenido_azucar,alto_contenido_grasas,alto_contenido_grasas_saturadas,tiene_alergenos,tiene_certificaciones,suma_macronutrientes,densidad_calorica,calorias_de_grasas,calorias_de_carbohidratos,calorias_de_proteinas,categoria_calorica,perfil_macronutrientes
latino queso fresco latino de albe,https://www.compraonline.alcampo.es/products/latino-queso-fresco-latino-de-albe-500-g/98624,queso fresco,españa,5.71,11.42,500.0,g,,,,alcampo,,,lácteas del jarama s a,285.0,1182.0,22.0,14.0,2.5,1.7,17.0,1.6,,0.5,0.636,0.68,6.8,0.773,False,True,False,True,True,False,False,41.5,285.0,198.0,10.0,68.0,medio,alto_en_grasas
tiger khan pasta fideos de arroz sin gluten tiger khan,https://www.compraonline.alcampo.es/products/tiger-khan-pasta-fideos-de-arroz-sin-gluten-tiger-khan-250-g/207810,fideos de arroz,vietnam,1.89,7.56,250.0,g,,,,alcampo,,,frico dan s a,340.0,1425.0,1.0,0.4,75.0,0.0,6.9,0.02,,0.25,0.4,0.0,0.092,6.9,False,False,False,False,False,False,False,82.9,340.0,9.0,300.0,27.6,alto,alto_en_carbohidratos
calvo sardinas en aceite de oliva bajo en sal,https://www.compraonline.alcampo.es/products/calvo-sardinas-en-aceite-de-oliva-bajo-en-sal-84-g/25633,sardinas en aceite de oliva baja en sal,marruecos,1.89,23.33,81.0,g,,,,alcampo,,,calvo distribución alimentaria slu,323.0,1348.0,28.0,4.0,0.0,0.0,18.0,0.0,,0.081,0.143,,,0.643,False,False,False,True,False,False,False,46.0,323.0,252.0,0.0,72.0,alto,alto_en_grasas
rana raviolis de pasta fresca rellenos de tomate y mozzarella,https://www.compraonline.alcampo.es/products/rana-raviolis-de-pasta-fresca-rellenos-de-tomate-y-mozzarella-250-g/632444,pasta fresca ravioli tomate y mozzarella,italia,2.99,11.96,250.0,g,,,,alcampo,,2.0,rana hispania sau,266.0,1115.0,8.7,3.5,33.0,6.0,11.0,0.85,,0.25,0.402,0.182,0.333,1.264,False,False,False,False,False,False,False,52.7,266.0,78.3,132.0,44.0,medio,alto_en_carbohidratos
alhambra especial cerveza botella 6 x,https://www.compraonline.alcampo.es/products/alhambra-especial-cerveza-botella-6-x-25-cl/888956,cerveza especial,españa,2.98,1.99,1500.0,ml,,,,alcampo,,,mahou s a,49.0,206.0,0.0,0.0,4.15,0.3,0.3,0.0,,1.5,,0.072,0.072,,False,False,False,False,False,False,False,4.45,49.0,0.0,16.6,1.2,bajo,alto_en_carbohidratos
encanto vino tinto mencía con i g p vino de la tierra de castilla y león botella,https://www.compraonline.alcampo.es/products/encanto-vino-tinto-menc%C3%ADa-con-i-g-p-vino-de-la-tierra-de-castilla-y-le%C3%B3n-botella-75-cl/37132,vino tinto,,3.49,,,,,,,alcampo,,,vinos de arganza s l,81.73,341.98,0.0,0.0,0.4,0.15,0.2,0.01,,,,0.375,0.5,,False,False,False,False,False,False,False,0.6,81.73,0.0,1.6,0.8,bajo,alto_en_carbohidratos
producto alcampo bebida isotónica con sabor a naranja pack de x,https://www.compraonline.alcampo.es/products/producto-alcampo-bebida-isot%C3%B3nica-con-sabor-a-naranja-pack-de-6-uds-x-33-cl/897814,bebida refrescante aromatizada con azúcar y edulcorante,,2.64,1.33,1980.0,ml,,,,alcampo,,6.0,alcampo s a,20.0,84.0,0.0,0.0,4.7,4.7,0.0,0.05,,1.98,,1.0,0.0,,False,False,False,False,False,False,False,4.7,20.0,0.0,18.8,0.0,bajo,alto_en_carbohidratos
hellmann s salsa burger,https://www.compraonline.alcampo.es/products/hellmann-s-salsa-burger-250-ml/23080,salsa,españa,1.7,6.8,250.0,ml,,,,alcampo,,16.0,unilever españa s a,250.0,1046.0,22.0,1.7,12.0,7.2,1.1,1.4,,0.25,0.077,0.6,0.092,0.05,False,False,False,True,False,False,False,35.1,250.0,198.0,48.0,4.4,medio,alto_en_grasas
la molisana spaghetti integrales nº 15 pasta seca,https://www.compraonline.alcampo.es/products/la-molisana-spaghetti-integrales-n%C2%BA-15-pasta-seca-500-g/523538,spaghetti integral,,1.89,3.78,500.0,g,,,,alcampo,,,delisur europa,353.0,1494.0,2.0,0.3,65.0,3.3,15.0,0.08,,0.5,0.15,0.051,0.231,7.5,False,False,False,False,False,False,False,82.0,353.0,18.0,260.0,60.0,alto,alto_en_carbohidratos
president crema de queso para untar emmental,https://www.compraonline.alcampo.es/products/president-crema-de-queso-para-untar-emmental125-g/54956,queso fundido,francia,1.75,14.0,125.0,g,,,,alcampo,,,lactalis forlasa s l u,279.0,1155.0,25.0,18.0,1.5,1.5,12.0,2.4,,0.125,0.72,1.0,8.0,0.48,False,True,False,True,True,False,False,38.5,279.0,225.0,6.0,48.0,medio,alto_en_grasas
barilla pasta risoni orzo,https://www.compraonline.alcampo.es/products/barilla-pasta-risoni-orzo-500-g/515044,pasta alimenticia de trigo duro,italia,1.0,2.0,500.0,g,,,,alcampo,,,barilla g e r fratelli,359.0,1521.0,2.0,0.5,72.0,3.5,12.0,0.0,,0.5,0.25,0.049,0.167,6.0,False,False,False,False,False,False,False,86.0,359.0,18.0,288.0,48.0,alto,alto_en_carbohidratos
rana tortellini parmigiano reggiano clásica sin conservantes,https://www.compraonline.alcampo.es/products/rana-tortellini-parmigiano-reggiano-cl%C3%A1sica-sin-conservantes-250-g/632445,pasta fresca tort parmigiano,italia,3.33,13.32,250.0,g,,,,alcampo,,2.0,rana hispania sau,283.0,1187.0,12.0,4.6,30.0,6.2,11.0,1.1,,0.25,0.383,0.207,0.367,0.917,False,False,False,False,False,False,False,53.0,283.0,108.0,120.0,44.0,medio,alto_en_carbohidratos
kas refresco de limón botella 1,https://www.compraonline.alcampo.es/products/kas-refresco-de-lim%C3%B3n-botella-1-25-l/788700,bebida refrescante de zumo de fruta con azúcares y edulcorantes,,1.49,1.49,1000.0,ml,,,,alcampo,,,compañia de bebidas pepsico sl,22.0,93.0,0.0,0.0,4.0,4.0,0.0,0.0,,1.0,,1.0,0.0,,False,False,False,False,False,False,False,4.0,22.0,0.0,16.0,0.0,bajo,alto_en_carbohidratos
auchan yogur griego natural con azúcar moreno de caña producto alcampo,https://www.compraonline.alcampo.es/products/auchan-yogur-griego-natural-con-az%C3%BAcar-moreno-de-ca%C3%B1a-1-kg-producto-alcampo/205101,yogur natural azucarado,,2.28,2.28,1000.0,g,,,,alcampo,,8.0,alcampo s a,131.0,545.0,8.1,5.4,11.0,11.0,3.4,0.13,,1.0,0.667,1.0,0.309,0.42,False,False,False,False,True,False,False,22.5,131.0,72.9,44.0,13.6,medio,alto_en_carbohidratos
calvo atún claro al natural sin aceite con contenido reducido en sal pack de,https://www.compraonline.alcampo.es/products/calvo-at%C3%BAn-claro-al-natural-sin-aceite-con-contenido-reducido-en-sal-pack-de-3-uds-56-g/21993,atún claro al natural bajo en sal,españa,4.32,25.71,168.0,g,,,,alcampo,,3.0,calvo distribución alimentaria slu,96.0,401.0,1.0,0.0,0.0,0.0,22.0,0.0,,0.168,0.0,,,22.0,False,False,False,False,False,False,False,23.0,96.0,9.0,0.0,88.0,bajo,alto_en_proteinas
illy café en grano natural tueste medio,https://www.compraonline.alcampo.es/products/illy-caf%C3%A9-en-grano-natural-tueste-medio-250-g/23951,café en granos tueste classico,italia,6.95,27.8,250.0,g,,,,alcampo,,,illycaffè spa sucursal en españa,4.0,16.0,0.06,0.02,0.5,0.01,0.2,0.2,,0.25,0.333,0.02,0.4,3.333,False,False,False,False,False,False,False,0.76,4.0,0.5,2.0,0.8,bajo,alto_en_carbohidratos
hohes c zumo multifrutas nutricional con extra de hierro y vitamina c,https://www.compraonline.alcampo.es/products/hohes-c-zumo-multifrutas-nutricional-con-extra-de-hierro-y-vitamina-c-1-l/190728,zumo elaborado parcialmente con zumo concentrado de frutas puré de frambuesa y zumo concentrado de zanahoria negra y gluconato de hierro,,2.19,2.19,1000.0,ml,,,,alcampo,,,eckes granini ibérica s a u,41.0,171.0,0.5,0.1,9.3,8.9,0.5,0.01,,1.0,0.2,0.957,0.054,1.0,False,False,False,False,False,False,False,10.3,41.0,4.5,37.2,2.0,bajo,alto_en_carbohidratos
franziskaner naturtrub cerveza alemana de trigo botella,https://www.compraonline.alcampo.es/products/franziskaner-naturtrub-cerveza-alemana-de-trigo-botella-50-cl/30508,cerveza de trigo,alemania,1.29,2.58,500.0,ml,,,,alcampo,,,mahou s a,43.0,180.0,0.0,0.0,3.3,0.2,0.8,0.0,,0.5,,0.061,0.242,,False,False,False,False,False,False,False,4.1,43.0,0.0,13.2,3.2,bajo,alto_en_carbohidratos
producto alcampo cereales desayuno de arroz y maíz pétalos de chocolate sin gluten producto alcampo,https://www.compraonline.alcampo.es/products/producto-alcampo-cereales-desayuno-de-arroz-y-ma%C3%ADz-p%C3%A9talos-de-chocolate-sin-gluten-producto-alcampo-400-g/800574,cereal de desayuno de maíz y arroz extrusionado con cacao,españa,2.31,5.78,400.0,g,,,,alcampo,,13.0,alcampo s a,390.0,1648.0,4.5,2.4,78.0,25.0,6.2,0.21,,0.4,0.533,0.321,0.079,1.378,False,False,True,False,False,False,False,88.7,390.0,40.5,312.0,24.8,alto,alto_en_carbohidratos
producto alcampo cookies galletas con pepitas de chocolate elaboradas sin gluten ni lactosa,https://www.compraonline.alcampo.es/products/producto-alcampo-cookies-galletas-con-pepitas-de-chocolate-elaboradas-sin-gluten-ni-lactosa-150-g/747613,galletas con pepitas de chocolate sin gluten,españa,2.99,19.93,150.0,g,,,,alcampo,,25.0,tft food s l,486.0,2037.0,21.2,15.7,68.9,20.6,3.6,1.1,,0.15,0.741,0.299,0.052,0.17,False,False,True,True,True,False,False,93.7,486.0,190.8,275.6,14.4,alto,alto_en_carbohidratos
chiquilín de artiach galletas tostadas,https://www.compraonline.alcampo.es/products/chiquil%C3%ADn-de-artiach-galletas-tostadas-525-g/763192,es galleta,españa,2.85,5.43,525.0,g,,,,alcampo,,,galletas artiach s a u,464.0,1952.0,16.0,2.9,72.0,21.0,6.7,0.25,,0.525,0.181,0.292,0.093,0.419,False,False,True,False,False,False,False,94.7,464.0,144.0,288.0,26.8,alto,alto_en_carbohidratos
mollete de antequera el antequerano,https://www.compraonline.alcampo.es/products/mollete-de-antequera-el-antequerano-4-uds-130-g/75682,mollete de antequera mediano,españa,1.88,6.71,280.0,g,,,,alcampo,,70.0,horno el antequerano s l,241.0,1020.0,0.9,0.2,49.1,2.4,7.4,1.6,,0.28,0.222,0.049,0.151,8.222,False,True,False,False,False,False,False,57.4,241.0,8.1,196.4,29.6,medio,alto_en_carbohidratos
pompadour cola de caballo plus 3,https://www.compraonline.alcampo.es/products/pompadour-cola-de-caballo-plus-3-40-g/12295,infusión de plantas naturales,españa,2.56,20.0,,,,,,alcampo,,,pompadour ibérica s a,1.0,3.0,0.0,0.0,0.2,0.1,0.0,0.0,,,,0.5,0.0,,False,False,False,False,False,False,False,0.2,1.0,0.0,0.8,0.0,bajo,alto_en_carbohidratos
monster energy juiced khaotic bebida energética lata,https://www.compraonline.alcampo.es/products/monster-energy-juiced-khaotic-bebida-energ%C3%A9tica-lata-500-ml/191037,bebida energética carbonatada con de zumo de fruta procedente de zumo de fruta concentrado taurina ginseng cafeína l carnitina y vitaminas del grupo b con azúcares y edulcorantes,,1.79,3.58,500.0,ml,,,,alcampo,,1.0,monster energy limited,34.0,146.0,0.0,0.0,8.6,7.8,0.0,0.06,,0.5,,0.907,0.0,,False,False,False,False,False,False,False,8.6,34.0,0.0,34.4,0.0,bajo,alto_en_carbohidratos
nescafé gold café soluble cappuccino,https://www.compraonline.alcampo.es/products/nescaf%C3%A9-gold-caf%C3%A9-soluble-cappuccino-250-g/16642,preparado alimenticio en polvo para bebida de café soluble y leche desnatada,españa,4.21,16.84,250.0,g,,,,alcampo,,17.0,nestlé españa s a,31.0,131.0,0.6,0.5,5.5,3.7,0.7,0.09,,0.25,0.833,0.673,0.127,1.167,False,False,False,False,False,False,False,6.8,31.0,5.4,22.0,2.8,bajo,alto_en_carbohidratos
oikos yogur griego natural azucarado de danone 4 x,https://www.compraonline.alcampo.es/products/oikos-yogur-griego-natural-azucarado-de-danone-4-x-110-g/89555,yogur natural azucarado,,2.49,5.66,440.0,g,,,,alcampo,,,danone s a,145.0,604.0,10.0,6.3,10.6,10.6,3.2,0.1,,0.44,0.63,1.0,0.302,0.32,False,False,False,False,True,False,False,23.8,145.0,90.0,42.4,12.8,medio,alto_en_carbohidratos
viñas del vero vino blanco con d o somontano botella,https://www.compraonline.alcampo.es/products/vi%C3%B1as-del-vero-vino-blanco-con-d-o-somontano-botella-75-cl/36705,vino blanco,,11.89,,,,,,,alcampo,,,viñas del vero s a,76.0,317.0,0.0,0.0,1.15,1.15,0.0,0.0,,,,1.0,0.0,,False,False,False,False,False,False,False,1.15,76.0,0.0,4.6,0.0,bajo,alto_en_carbohidratos
cuca atún claro en aceite de oliva pack x,https://www.compraonline.alcampo.es/products/cuca-at%C3%BAn-claro-en-aceite-de-oliva-pack-3-uds-x-67-g/28639,atún claro en aceite de oliva,españa,7.84,39.0,201.0,g,,,,alcampo,,,bolton cile españa s a,377.0,1561.0,33.0,4.7,0.0,0.0,20.0,0.9,,0.201,0.142,,,0.606,False,False,False,True,False,False,False,53.0,377.0,297.0,0.0,80.0,alto,alto_en_grasas
maizena harina fina de maíz,https://www.compraonline.alcampo.es/products/maizena-harina-fina-de-ma%C3%ADz-700-g/20435,almidón de maíz,francia,4.19,5.99,700.0,g,,,,alcampo,,,unilever españa s a,355.0,1487.0,0.5,0.1,86.0,0.5,0.5,0.01,,0.7,0.2,0.006,0.006,1.0,False,False,False,False,False,False,False,87.0,355.0,4.5,344.0,2.0,alto,alto_en_carbohidratos
rana ravioli de pasta fresca al huevo rellenos de crema de calabaza y cebolla caramelizada,https://www.compraonline.alcampo.es/products/rana-ravioli-de-pasta-fresca-al-huevo-rellenos-de-crema-de-calabaza-y-cebolla-caramelizada-250-g/84421,pasta fresca al huevo rellena de calabaza,italia,2.99,11.96,250.0,g,,,,alcampo,,2.0,rana hispania sau,247.0,1037.0,7.8,2.6,32.0,7.7,8.8,0.73,,0.25,0.333,0.241,0.275,1.128,False,False,False,False,False,False,False,48.6,247.0,70.2,128.0,35.2,medio,alto_en_carbohidratos
auchan capuccino estilo italiano 2 x producto alcampo,https://www.compraonline.alcampo.es/products/auchan-capuccino-estilo-italiano-2-x-90-g-producto-alcampo/51454,postre con bizcocho mousse de café y decorado con trocitos de chocolate,italia,1.95,10.83,180.0,g,,,,alcampo,,2.0,fabricado por dolcíssimo srl para alcampo s a,283.0,1189.0,9.7,8.0,39.8,24.3,5.1,0.3,,0.18,0.825,0.611,0.128,0.526,False,False,True,False,True,False,False,54.6,283.0,87.3,159.2,20.4,medio,alto_en_carbohidratos
pescanova caprichos de pota en anillas a la romana,https://www.compraonline.alcampo.es/products/pescanova-caprichos-de-pota-en-anillas-a-la-romana-400-g/62398,formas de anillas rebozadas elaboradas a partir de piezas de pescado y potón del pacífico precocinadas ultracongeladas,,3.14,7.85,400.0,g,,,,alcampo,,,pescanova españa s l u,225.0,941.0,12.2,1.1,22.4,2.0,5.7,1.58,,0.4,0.09,0.089,0.254,0.467,False,True,False,False,False,False,False,40.3,225.0,109.8,89.6,22.8,medio,alto_en_carbohidratos
carbonel sabor aceite de oliva intenso botella,https://www.compraonline.alcampo.es/products/carbonel-sabor-aceite-de-oliva-intenso-botella-1-l/95169,aceite de oliva contiene aceites de oliva refinados y aceites de olliva virgenes,,4.19,4.19,1000.0,ml,,,,alcampo,,,deoleo global s a u,900.0,3700.0,100.0,15.0,0.0,0.0,0.0,0.0,,1.0,0.15,,,0.0,False,False,False,True,True,False,False,100.0,900.0,900.0,0.0,0.0,muy_alto,alto_en_grasas
alcampo cultivamos lo bueno payesito x,https://www.compraonline.alcampo.es/products/alcampo-cultivamos-lo-bueno-payesito-4-uds-x-60-g/18429,,,1.25,5.21,240.0,g,,,,alcampo,,,,496.0,2074.0,26.2,14.5,38.6,38.6,26.4,0.86,,0.24,0.553,1.0,0.684,1.008,False,False,True,True,True,False,False,91.2,496.0,235.8,154.4,105.6,alto,alto_en_carbohidratos
alvalle gazpacho andaluz elaborado con hortalizas frescas del sur,https://www.compraonline.alcampo.es/products/alvalle-gazpacho-andaluz-elaborado-con-hortalizas-frescas-del-sur-900-ml/58132,gazpacho sin pepino,,2.84,3.16,900.0,ml,,,,alcampo,,,pepsico foods aie,50.0,208.0,3.4,0.5,3.7,2.1,0.8,0.63,,0.9,0.147,0.568,0.216,0.235,False,False,False,False,False,False,False,7.9,50.0,30.6,14.8,3.2,bajo,alto_en_carbohidratos
soubry fideos de huevo chinos soubry,https://www.compraonline.alcampo.es/products/soubry-fideos-de-huevo-chinos-soubry-250-g/13389,fideo instantáneo huevo,bélgica,1.81,7.24,250.0,g,,,,alcampo,,,ofistrade s a,358.0,1517.0,3.0,0.7,69.0,3.5,12.5,0.94,,0.25,0.233,0.051,0.181,4.167,False,False,False,False,False,False,False,84.5,358.0,27.0,276.0,50.0,alto,alto_en_carbohidratos
mort subite xtreme kriek cerveza combinada de cereza botella de,https://www.compraonline.alcampo.es/products/mort-subite-xtreme-kriek-cerveza-combinada-de-cereza-botella-de-25-cl/37040,,,2.49,9.96,250.0,ml,,,,alcampo,,,,56.0,237.0,0.0,0.0,8.2,5.0,0.4,0.0,,0.25,,0.61,0.049,,False,False,False,False,False,False,False,8.6,56.0,0.0,32.8,1.6,bajo,alto_en_carbohidratos
zanetti mozzarella búfala italiana zanetti,https://www.compraonline.alcampo.es/products/zanetti-mozzarella-b%C3%BAfala-italiana-zanetti-125-g/51721,queso fresco graso,,1.85,14.8,125.0,g,,,,alcampo,,,teodoro garcia s a,247.0,1024.0,21.0,13.6,0.5,0.5,14.0,0.6,,0.125,0.648,1.0,28.0,0.667,False,False,False,True,True,False,False,35.5,247.0,189.0,2.0,56.0,medio,alto_en_grasas
pompadour manzanilla con anís,https://www.compraonline.alcampo.es/products/pompadour-manzanilla-con-an%C3%ADs-25-uds-35-g/18312,manzanilla con anís,españa,1.89,25.0,,,,,,alcampo,,,pompadour ibérica s a,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,bajo,desconocido
producto alcampo tortilla durum producto alcampo,https://www.compraonline.alcampo.es/products/producto-alcampo-tortilla-durum-producto-alcampo-6-uds-378-g/207801,tortillas de harina de trigo,españa,1.65,4.37,378.0,g,,,,alcampo,,,mission foods iberia s a u,316.0,1332.0,7.4,1.3,53.0,1.5,8.0,1.1,,0.378,0.176,0.028,0.151,1.081,False,False,False,False,False,False,False,68.4,316.0,66.6,212.0,32.0,alto,alto_en_carbohidratos
producto alcampo brownies sin gluten,https://www.compraonline.alcampo.es/products/producto-alcampo-brownies-sin-gluten-8-uds-240-g/210178,brownies au chocolat sans gluten,bélgica,3.55,14.79,240.0,g,,,,alcampo,,8.0,auchan sas oia,447.0,1868.0,24.0,5.6,51.0,33.0,4.9,0.24,,0.24,0.233,0.647,0.096,0.204,False,False,True,True,True,False,False,79.9,447.0,216.0,204.0,19.6,alto,alto_en_carbohidratos
casa mas pastel frio de atún listo para comer casa mas,https://www.compraonline.alcampo.es/products/casa-mas-pastel-frio-de-at%C3%BAn-listo-para-comer-casa-mas-400-g/85666,pastel frío de atún,,4.49,11.23,400.0,g,,,,alcampo,,,casa mas alimentación s l,291.0,1217.0,20.7,2.9,16.4,1.7,9.7,1.03,,0.4,0.14,0.104,0.591,0.469,False,False,False,True,False,False,False,46.8,291.0,186.3,65.6,38.8,medio,alto_en_grasas
cuétara galletas napolitanas con un toque de canela,https://www.compraonline.alcampo.es/products/cu%C3%A9tara-galletas-napolitanas-con-un-toque-de-canela-426-g/790197,galleta,españa,2.65,6.22,426.0,g,,,,alcampo,,,cuétara s l u,482.0,2023.0,20.0,7.6,69.0,25.0,5.5,1.0,,0.426,0.38,0.362,0.08,0.275,False,False,True,True,True,False,False,94.5,482.0,180.0,276.0,22.0,alto,alto_en_carbohidratos
mexifoods tortillas trigo integrales mexifoods,https://www.compraonline.alcampo.es/products/mexifoods-tortillas-trigo-100-integrales-mexifoods-8-uds-320-g/233184,tortillas de harina de trigo integral,españa,1.43,4.47,320.0,g,,,,alcampo,,,mission foods iberia s a u,292.0,1226.0,7.5,1.4,42.0,1.9,9.7,0.88,,0.32,0.187,0.045,0.231,1.293,False,False,False,False,False,False,False,59.2,292.0,67.5,168.0,38.8,medio,alto_en_carbohidratos
rana raviolis de pasta fresca al huevo rellenos de queso de cabra y cebolla caramelizada gourmet,https://www.compraonline.alcampo.es/products/rana-raviolis-de-pasta-fresca-al-huevo-rellenos-de-queso-de-cabra-y-cebolla-caramelizada-gourmet-250-g/85923,pasta fresca al huevo rellena de queso de cabra y cebolla caramelizada,italia,4.13,16.52,250.0,g,,,,alcampo,,2.0,rana hispania sau,235.0,987.0,8.0,3.8,27.0,4.6,11.0,1.1,,0.25,0.475,0.17,0.407,1.375,False,False,False,False,False,False,False,46.0,235.0,72.0,108.0,44.0,medio,alto_en_carbohidratos
maggi fideos orientales noodles clásicos,https://www.compraonline.alcampo.es/products/maggi-fideos-orientales-noodles-cl%C3%A1sicos-121-g/528711,noodles de trigo con hortalizas y especias,alemania,1.49,12.31,121.0,g,,,,alcampo,,2.0,nestlé españa s a,361.0,1529.0,1.9,0.4,72.3,5.8,11.2,3.9,,0.121,0.211,0.08,0.155,5.895,False,True,False,False,False,False,False,85.4,361.0,17.1,289.2,44.8,alto,alto_en_carbohidratos
rana raviolis de pasta fresca al huevo rellenos de boletus edulis,https://www.compraonline.alcampo.es/products/rana-raviolis-de-pasta-fresca-al-huevo-rellenos-de-boletus-edulis-250-g/89370,pasta fresca ravioli setas boletus,italia,2.99,11.96,250.0,g,,,,alcampo,,2.0,rana hispania sau,264.0,1107.0,11.0,4.2,29.0,5.3,9.8,1.0,,0.25,0.382,0.183,0.338,0.891,False,False,False,False,False,False,False,49.8,264.0,99.0,116.0,39.2,medio,alto_en_carbohidratos
auchan yogur estilo griego con limón 4 x producto alcampo,https://www.compraonline.alcampo.es/products/auchan-yogur-estilo-griego-con-lim%C3%B3n-4-x-125-g-producto-alcampo/497367,yogur azucarado con limón,españa,1.12,2.24,500.0,g,,,,alcampo,,,alcampo s a,135.0,565.0,7.7,5.0,14.0,13.0,2.9,0.1,,0.5,0.649,0.929,0.207,0.377,False,False,False,False,False,False,False,24.6,135.0,69.3,56.0,11.6,medio,alto_en_carbohidratos
la molisana penne rigate rayado pasta seca,https://www.compraonline.alcampo.es/products/la-molisana-penne-rigate-rayado-pasta-seca-500-g/523515,penne rigate,,1.89,3.78,500.0,g,,,,alcampo,,,delisur europa,353.0,1498.0,1.0,0.3,70.0,4.0,14.5,0.02,,0.5,0.3,0.057,0.207,14.5,False,False,False,False,False,False,False,85.5,353.0,9.0,280.0,58.0,alto,alto_en_carbohidratos
bonka café molido descafeinado del trópico,https://www.compraonline.alcampo.es/products/bonka-caf%C3%A9-molido-descafeinado-del-tr%C3%B3pico-400-g/798142,café molido de tueste natural descafeinado,españa,8.5,21.25,400.0,g,,,,alcampo,,,nestlé españa s a,235.0,966.0,11.7,5.3,0.1,0.1,13.8,0.01,,0.4,0.453,1.0,138.0,1.179,False,False,False,False,True,False,False,25.6,235.0,105.3,0.4,55.2,medio,alto_en_proteinas
